LINEID,ROUTEID,STOPPOINTID,PROGRNUMBER
67X,67X_39,7585,23
67X,67X_42,2236,24
67X,67X_41,7049,24
67X,67X_38,7587,24
67X,67X_40,3897,24
67X,67X_39,7587,24
67X,67X_42,2239,25
67X,67X_41,2236,25
67X,67X_38,345,25
67X,67X_40,3898,25
67X,67X_39,345,25
67X,67X_42,2241,26
67X,67X_41,2239,26
67X,67X_38,318,26
67X,67X_40,3899,26
67X,67X_39,318,26
67X,67X_42,2242,27
67X,67X_41,2241,27
67X,67X_38,312,27
67X,67X_40,3900,27
67X,67X_39,312,27
67X,67X_42,7435,28
67X,67X_41,2242,28
67X,67X_38,1444,28
67X,67X_40,3901,28
67X,67X_39,1444,28
67X,67X_42,2722,29
67X,67X_41,7435,29
67X,67X_38,1445,29
67X,67X_40,3902,29
67X,67X_39,1445,29
67X,67X_42,4413,30
67X,67X_41,2722,30
67X,67X_38,1447,30
67X,67X_40,3904,30
67X,67X_39,1447,30
67X,67X_42,1476,31
67X,67X_41,4413,31
67X,67X_38,2637,31
67X,67X_40,3905,31
67X,67X_39,2637,31
67X,67X_42,7453,32
67X,67X_41,1476,32
67X,67X_38,2721,32
67X,67X_40,3906,32
67X,67X_39,2721,32
67X,67X_42,1478,33
67X,67X_41,7453,33
67X,67X_38,7012,33
67X,67X_40,3907,33
67X,67X_39,7012,33
67X,67X_42,1479,34
67X,67X_41,1478,34
67X,67X_38,2201,34
67X,67X_40,3909,34
67X,67X_39,2201,34
67X,67X_42,315,35
67X,67X_41,1479,35
67X,67X_38,4401,35
67X,67X_40,5118,35
67X,67X_39,4401,35
67X,67X_42,336,36
67X,67X_41,315,36
67X,67X_38,2213,36
67X,67X_40,3910,36
67X,67X_39,2213,36
67X,67X_42,406,37
67X,67X_41,336,37
67X,67X_38,2214,37
67X,67X_40,3911,37
67X,67X_39,2214,37
67X,67X_42,747,38
67X,67X_41,406,38
67X,67X_38,2215,38
67X,67X_40,3912,38
67X,67X_39,2215,38
67X,67X_42,748,39
67X,67X_41,747,39
67X,67X_38,7184,39
67X,67X_40,3913,39
67X,67X_39,7184,39
67X,67X_42,749,40
67X,67X_41,748,40
67X,67X_38,7050,40
67X,67X_40,3914,40
67X,67X_39,7050,40
67X,67X_42,750,41
67X,67X_41,749,41
67X,67X_38,7185,41
67X,67X_40,3925,41
67X,67X_39,7185,41
67X,67X_42,751,42
67X,67X_41,750,42
67X,67X_38,7186,42
67X,67X_40,3008,42
67X,67X_39,7186,42
67X,67X_42,752,43
67X,67X_41,751,43
67X,67X_38,7187,43
67X,67X_40,6089,43
67X,67X_39,7187,43
67X,67X_42,753,44
67X,67X_41,752,44
67X,67X_38,3947,44
67X,67X_39,3947,44
67X,67X_42,754,45
67X,67X_41,753,45
67X,67X_38,3892,45
67X,67X_39,3892,45
67X,67X_42,755,46
67X,67X_41,754,46
67X,67X_38,3893,46
67X,67X_39,3893,46
67X,67X_42,756,47
67X,67X_41,755,47
67X,67X_38,3895,47
67X,67X_39,3895,47
67X,67X_42,757,48
67X,67X_41,756,48
67X,67X_38,3896,48
67X,67X_39,3896,48
67X,67X_42,758,49
67X,67X_41,757,49
67X,67X_38,3897,49
67X,67X_39,3897,49
67X,67X_42,759,50
67X,67X_41,758,50
67X,67X_38,3898,50
67X,67X_39,3898,50
67X,67X_42,760,51
67X,67X_41,759,51
67X,67X_38,3899,51
67X,67X_39,3899,51
67X,67X_42,761,52
67X,67X_41,760,52
67X,67X_38,3900,52
67X,67X_39,3900,52
67X,67X_42,762,53
67X,67X_41,761,53
67X,67X_38,3901,53
67X,67X_39,3901,53
67X,67X_42,763,54
67X,67X_41,762,54
67X,67X_38,3902,54
67X,67X_39,3902,54
67X,67X_42,4952,55
67X,67X_41,763,55
67X,67X_38,3904,55
67X,67X_39,3904,55
67X,67X_38,3905,56
67X,67X_39,3905,56
67X,67X_41,4952,56
67X,67X_38,7085,57
67X,67X_39,3906,57
67X,67X_38,7086,58
67X,67X_39,3907,58
67X,67X_38,7087,59
67X,67X_39,3909,59
67X,67X_38,7088,60
67X,67X_39,5118,60
67X,67X_38,7089,61
67X,67X_39,3910,61
67X,67X_38,7091,62
67X,67X_39,3911,62
67X,67X_38,3910,63
67X,67X_39,3912,63
67X,67X_38,3911,64
67X,67X_39,3913,64
67X,67X_38,3912,65
67X,67X_39,3914,65
67X,67X_38,3913,66
67X,67X_39,3925,66
67X,67X_38,3914,67
67X,67X_39,3008,67
67X,67X_38,3925,68
67X,67X_39,6089,68
67X,67X_38,3008,69
67X,67X_38,6089,70
68,68_80,4495,1
68,68_81,4495,1
68,68_83,6185,1
68,68_85,3400,1
68,68_79,4495,1
68,68_66,3400,1
68,68_82,6185,1
68,68_78,4495,1
68,68_84,6185,1
68,68_85,3401,2
68,68_83,6186,2
68,68_66,3401,2
68,68_82,6186,2
68,68_84,6186,2
68,68_85,3402,3
68,68_83,6216,3
68,68_66,3402,3
68,68_82,6216,3
68,68_84,6216,3
68,68_80,1278,4
68,68_85,3403,4
68,68_81,1278,4
68,68_83,3400,4
68,68_79,1278,4
68,68_66,3403,4
68,68_82,3400,4
68,68_78,1278,4
68,68_84,3400,4
68,68_80,1282,5
68,68_85,3404,5
68,68_81,1282,5
68,68_83,3401,5
68,68_79,1282,5
68,68_66,3404,5
68,68_82,3401,5
68,68_78,1282,5
68,68_84,3401,5
68,68_80,4456,6
68,68_85,3405,6
68,68_81,4456,6
68,68_83,3402,6
68,68_79,4456,6
68,68_66,3405,6
68,68_82,3402,6
68,68_78,4456,6
68,68_84,3402,6
68,68_80,1284,7
68,68_85,3406,7
68,68_81,1284,7
68,68_83,3403,7
68,68_79,1284,7
68,68_66,3406,7
68,68_82,3403,7
68,68_78,1284,7
68,68_84,3403,7
68,68_80,1285,8
68,68_85,3410,8
68,68_81,1285,8
68,68_83,3404,8
68,68_79,1285,8
68,68_66,3410,8
68,68_82,3404,8
68,68_78,1285,8
68,68_84,3404,8
68,68_80,1286,9
68,68_85,3407,9
68,68_81,1286,9
68,68_83,3405,9
68,68_79,1286,9
68,68_66,3407,9
68,68_82,3405,9
68,68_78,1286,9
68,68_84,3405,9
68,68_80,1288,10
68,68_85,3408,10
68,68_81,1288,10
68,68_83,3406,10
68,68_79,1288,10
68,68_66,3408,10
68,68_82,3406,10
68,68_78,1288,10
68,68_84,3406,10
68,68_80,1289,11
68,68_85,3409,11
68,68_81,1289,11
68,68_83,3410,11
68,68_79,1289,11
68,68_66,3409,11
68,68_82,3410,11
68,68_78,1289,11
68,68_84,3410,11
68,68_80,1360,12
68,68_85,4558,12
68,68_81,1360,12
68,68_83,3407,12
68,68_79,1360,12
68,68_66,4558,12
68,68_82,3407,12
68,68_78,1360,12
68,68_84,3407,12
68,68_80,1362,13
68,68_85,3411,13
68,68_81,1362,13
68,68_83,3408,13
68,68_79,1362,13
68,68_66,3411,13
68,68_82,3408,13
68,68_78,1362,13
68,68_84,3408,13
68,68_80,1363,14
68,68_85,3412,14
68,68_81,1363,14
68,68_83,3409,14
68,68_79,1363,14
68,68_66,3412,14
68,68_82,3409,14
68,68_78,1363,14
68,68_84,3409,14
68,68_80,1364,15
68,68_85,3413,15
68,68_81,1364,15
68,68_83,4558,15
68,68_79,1364,15
68,68_66,3413,15
68,68_82,4558,15
68,68_78,1364,15
68,68_84,4558,15
68,68_80,1365,16
68,68_85,3414,16
68,68_81,1365,16
68,68_83,3411,16
68,68_79,1365,16
68,68_66,3414,16
68,68_82,3411,16
68,68_78,1365,16
68,68_84,3411,16
68,68_80,1366,17
68,68_85,3415,17
68,68_81,1366,17
68,68_83,3412,17
68,68_79,1366,17
68,68_66,3415,17
68,68_82,3412,17
68,68_78,1366,17
68,68_84,3412,17
68,68_80,1367,18
68,68_85,3416,18
68,68_81,1367,18
68,68_83,3413,18
68,68_79,1367,18
68,68_66,3416,18
68,68_82,3413,18
68,68_78,1367,18
68,68_84,3413,18
68,68_80,1369,19
68,68_85,3417,19
68,68_81,1369,19
68,68_83,3414,19
68,68_79,1369,19
68,68_66,3417,19
68,68_82,3414,19
68,68_78,1369,19
68,68_84,7483,19
68,68_85,3418,20
68,68_81,1370,20
68,68_83,3415,20
68,68_80,1370,20
68,68_79,1370,20
68,68_66,3418,20
68,68_82,3415,20
68,68_78,1370,20
68,68_84,3414,20
68,68_80,1371,21
68,68_85,3419,21
68,68_81,1371,21
68,68_83,3416,21
68,68_79,1371,21
68,68_66,3419,21
68,68_82,3416,21
68,68_78,1371,21
68,68_84,3415,21
68,68_80,1372,22
68,68_85,3420,22
68,68_81,1372,22
68,68_83,3417,22
68,68_79,1372,22
68,68_82,3417,22
68,68_78,1372,22
68,68_84,3416,22
68,68_66,3420,22
68,68_80,1373,23
68,68_85,3421,23
68,68_81,1373,23
68,68_83,3418,23
68,68_79,1373,23
68,68_66,3421,23
68,68_82,3418,23
68,68_78,1373,23
68,68_84,3417,23
68,68_80,1374,24
68,68_85,3422,24
68,68_81,1374,24
68,68_83,3419,24
68,68_79,1374,24
68,68_66,3422,24
68,68_82,3419,24
68,68_78,1374,24
68,68_84,3418,24
68,68_80,1946,25
68,68_85,3423,25
68,68_81,1946,25
68,68_83,3420,25
68,68_79,1946,25
68,68_66,3423,25
68,68_82,3420,25
68,68_78,1946,25
68,68_84,3419,25
68,68_85,2156,26
68,68_81,1947,26
68,68_83,3421,26
68,68_80,1947,26
68,68_79,1947,26
68,68_66,2156,26
68,68_82,3421,26
68,68_78,1947,26
68,68_84,3420,26
68,68_80,1948,27
68,68_85,6014,27
68,68_81,1948,27
68,68_83,3422,27
68,68_79,1948,27
68,68_66,6014,27
68,68_82,3422,27
68,68_78,1948,27
68,68_84,3421,27
68,68_80,1949,28
68,68_85,2158,28
68,68_81,1949,28
68,68_83,3423,28
68,68_79,1949,28
68,68_66,2158,28
68,68_82,3423,28
68,68_78,1949,28
68,68_84,3422,28
68,68_80,1950,29
68,68_85,2159,29
68,68_81,1950,29
68,68_83,2156,29
68,68_79,1950,29
68,68_66,2159,29
68,68_82,2156,29
68,68_78,1950,29
68,68_84,3423,29
68,68_80,1951,30
68,68_81,1951,30
68,68_83,6014,30
68,68_85,4409,30
68,68_79,1951,30
68,68_66,4409,30
68,68_82,6014,30
68,68_78,1951,30
68,68_84,2156,30
68,68_81,1952,31
68,68_83,2158,31
68,68_80,1952,31
68,68_85,1972,31
68,68_79,1952,31
68,68_66,1972,31
68,68_82,2158,31
68,68_78,1952,31
68,68_84,6014,31
68,68_80,1953,32
68,68_81,1953,32
68,68_83,2159,32
68,68_85,1973,32
68,68_79,1953,32
68,68_66,1973,32
68,68_82,2159,32
68,68_78,1953,32
68,68_84,2158,32
68,68_80,1954,33
68,68_81,1954,33
68,68_83,4409,33
68,68_85,1974,33
68,68_79,1954,33
68,68_66,1974,33
68,68_82,4409,33
68,68_78,1954,33
68,68_84,2159,33
68,68_80,1955,34
68,68_81,1955,34
68,68_83,1972,34
68,68_85,1975,34
68,68_79,1955,34
68,68_66,1975,34
68,68_82,2173,34
68,68_78,1955,34
68,68_84,4409,34
68,68_85,1977,35
68,68_81,1956,35
68,68_83,1973,35
68,68_80,1956,35
68,68_79,1956,35
68,68_66,1977,35
68,68_82,2174,35
68,68_78,1956,35
68,68_84,1972,35
68,68_85,1978,36
68,68_81,1957,36
68,68_83,1974,36
68,68_80,1957,36
68,68_79,1957,36
68,68_66,1978,36
68,68_82,3425,36
68,68_78,1957,36
68,68_84,1973,36
68,68_80,1958,37
68,68_85,1980,37
68,68_81,1958,37
68,68_83,1975,37
68,68_79,1958,37
68,68_66,1980,37
68,68_82,2176,37
68,68_78,1958,37
68,68_84,1974,37
68,68_80,1959,38
68,68_85,1981,38
68,68_81,1959,38
68,68_83,1977,38
68,68_79,1959,38
68,68_66,1981,38
68,68_82,2177,38
68,68_78,1959,38
68,68_84,1975,38
68,68_80,1960,39
68,68_85,1982,39
68,68_81,1960,39
68,68_83,1978,39
68,68_79,1960,39
68,68_66,1982,39
68,68_82,2178,39
68,68_78,1960,39
68,68_84,1977,39
68,68_80,4379,40
68,68_85,4406,40
68,68_81,4379,40
68,68_83,1980,40
68,68_79,4379,40
68,68_66,4406,40
68,68_82,7354,40
68,68_78,4379,40
68,68_84,1978,40
68,68_85,1984,41
68,68_81,1968,41
68,68_83,1981,41
68,68_80,1968,41
68,68_79,1968,41
68,68_66,1984,41
68,68_82,1975,41
68,68_78,1968,41
68,68_84,1980,41
68,68_85,1985,42
68,68_81,1969,42
68,68_83,1982,42
68,68_80,1969,42
68,68_79,1969,42
68,68_66,1985,42
68,68_82,1977,42
68,68_78,1969,42
68,68_84,1981,42
68,68_80,1970,43
68,68_85,1986,43
68,68_81,1970,43
68,68_83,4406,43
68,68_79,1970,43
68,68_66,1986,43
68,68_82,1978,43
68,68_78,1970,43
68,68_84,1982,43
68,68_85,1987,44
68,68_81,1971,44
68,68_83,1984,44
68,68_80,1971,44
68,68_79,1971,44
68,68_66,1987,44
68,68_82,1980,44
68,68_78,1971,44
68,68_84,4406,44
68,68_80,2114,45
68,68_85,1988,45
68,68_81,2114,45
68,68_83,1985,45
68,68_79,2114,45
68,68_66,1988,45
68,68_82,1981,45
68,68_78,2114,45
68,68_84,1984,45
68,68_80,2115,46
68,68_85,1989,46
68,68_81,2115,46
68,68_83,1986,46
68,68_79,2115,46
68,68_66,1989,46
68,68_82,1982,46
68,68_78,2115,46
68,68_84,1985,46
68,68_80,6011,47
68,68_85,1375,47
68,68_81,6011,47
68,68_83,1987,47
68,68_79,6011,47
68,68_82,4406,47
68,68_78,6011,47
68,68_84,1986,47
68,68_80,2133,48
68,68_85,1376,48
68,68_81,2133,48
68,68_83,1988,48
68,68_79,2133,48
68,68_82,1984,48
68,68_78,2133,48
68,68_84,1987,48
68,68_80,6244,49
68,68_85,1377,49
68,68_81,6244,49
68,68_83,1989,49
68,68_79,6244,49
68,68_82,1985,49
68,68_78,6244,49
68,68_84,1988,49
68,68_80,2134,50
68,68_85,1378,50
68,68_81,2134,50
68,68_83,1375,50
68,68_79,2134,50
68,68_66,1472,50
68,68_82,1986,50
68,68_78,2134,50
68,68_84,1989,50
68,68_80,3378,51
68,68_85,1379,51
68,68_81,3378,51
68,68_83,1376,51
68,68_79,3378,51
68,68_66,4408,51
68,68_82,1987,51
68,68_78,3378,51
68,68_84,1375,51
68,68_80,3379,52
68,68_85,1380,52
68,68_81,3379,52
68,68_83,1377,52
68,68_79,3379,52
68,68_82,1988,52
68,68_78,3379,52
68,68_84,1376,52
68,68_66,1473,52
68,68_80,4669,53
68,68_85,1381,53
68,68_81,4669,53
68,68_83,1378,53
68,68_79,4669,53
68,68_82,1989,53
68,68_78,4669,53
68,68_84,1377,53
68,68_80,2165,54
68,68_85,1382,54
68,68_81,2165,54
68,68_83,1379,54
68,68_79,2165,54
68,68_82,1375,54
68,68_78,2165,54
68,68_84,1378,54
68,68_80,2166,55
68,68_85,1383,55
68,68_81,2166,55
68,68_83,1380,55
68,68_79,2166,55
68,68_82,1376,55
68,68_78,2166,55
68,68_84,1379,55
68,68_80,2167,56
68,68_85,1384,56
68,68_81,2167,56
68,68_83,1381,56
68,68_79,2167,56
68,68_82,1377,56
68,68_78,2167,56
68,68_84,1380,56
68,68_80,3383,57
68,68_85,1385,57
68,68_81,3383,57
68,68_83,1382,57
68,68_79,3383,57
68,68_82,1378,57
68,68_78,3383,57
68,68_84,1381,57
68,68_80,3384,58
68,68_85,1348,58
68,68_81,3384,58
68,68_83,1383,58
68,68_79,3384,58
68,68_82,1379,58
68,68_78,3384,58
68,68_84,1382,58
68,68_80,3385,59
68,68_85,1349,59
68,68_81,3385,59
68,68_83,1384,59
68,68_79,7483,59
68,68_82,1380,59
68,68_78,7483,59
68,68_84,1383,59
68,68_80,3386,60
68,68_85,1350,60
68,68_81,3386,60
68,68_83,1385,60
68,68_79,3385,60
68,68_82,1381,60
68,68_78,3385,60
68,68_84,1384,60
68,68_80,3387,61
68,68_85,1352,61
68,68_81,3387,61
68,68_83,1348,61
68,68_79,3386,61
68,68_82,1382,61
68,68_78,3386,61
68,68_84,1385,61
68,68_80,4559,62
68,68_85,1353,62
68,68_81,4559,62
68,68_83,1349,62
68,68_79,3387,62
68,68_82,1383,62
68,68_78,3387,62
68,68_84,1348,62
68,68_80,3389,63
68,68_85,7589,63
68,68_81,3389,63
68,68_83,1350,63
68,68_79,4559,63
68,68_82,1384,63
68,68_78,4559,63
68,68_84,1349,63
68,68_80,3390,64
68,68_85,1355,64
68,68_81,3390,64
68,68_83,1352,64
68,68_79,3389,64
68,68_82,1385,64
68,68_78,3389,64
68,68_84,1350,64
68,68_80,6119,65
68,68_85,1357,65
68,68_81,6119,65
68,68_83,1353,65
68,68_79,3390,65
68,68_82,1348,65
68,68_78,3390,65
68,68_84,1352,65
68,68_80,3392,66
68,68_85,1358,66
68,68_81,3392,66
68,68_83,7589,66
68,68_79,6119,66
68,68_82,1349,66
68,68_78,6119,66
68,68_84,1353,66
68,68_80,3393,67
68,68_81,3393,67
68,68_83,1355,67
68,68_85,7665,67
68,68_79,3392,67
68,68_82,1350,67
68,68_78,3392,67
68,68_84,7589,67
68,68_81,3394,68
68,68_83,1357,68
68,68_80,3394,68
68,68_79,3393,68
68,68_82,1352,68
68,68_78,3393,68
68,68_84,1355,68
68,68_80,3396,69
68,68_81,3396,69
68,68_83,1358,69
68,68_79,3394,69
68,68_82,1353,69
68,68_78,3394,69
68,68_84,1357,69
68,68_80,3397,70
68,68_81,3397,70
68,68_83,7665,70
68,68_79,3396,70
68,68_82,7589,70
68,68_78,3396,70
68,68_84,1358,70
68,68_80,3398,71
68,68_81,3398,71
68,68_79,3397,71
68,68_82,1355,71
68,68_78,3397,71
68,68_84,7665,71
68,68_80,3399,72
68,68_81,3399,72
68,68_79,3398,72
68,68_82,1357,72
68,68_78,3398,72
68,68_81,6187,73
68,68_79,3399,73
68,68_82,1358,73
68,68_78,3399,73
68,68_81,6188,74
68,68_82,7665,74
68,68_78,6187,74
68,68_81,6215,75
68,68_78,6188,75
68,68_81,6184,76
68,68_78,6215,76
68,68_78,6184,77
68A,68A_87,1375,1
68A,68A_86,4495,1
68A,68A_87,1376,2
68A,68A_86,1278,2
68A,68A_87,1377,3
68A,68A_86,1282,3
68A,68A_87,1378,4
68A,68A_86,4456,4
68A,68A_87,1379,5
68A,68A_86,1284,5
68A,68A_87,1380,6
68A,68A_86,1285,6
68A,68A_87,1381,7
68A,68A_86,1286,7
68A,68A_87,1382,8
68A,68A_86,1288,8
68A,68A_87,1383,9
68A,68A_86,1289,9
68A,68A_87,1384,10
68A,68A_86,1360,10
68A,68A_87,1385,11
68A,68A_86,1362,11
68A,68A_87,1348,12
68A,68A_86,1363,12
68A,68A_87,1349,13
68A,68A_86,1364,13
68A,68A_87,1350,14
68A,68A_86,1365,14
68A,68A_87,1352,15
68A,68A_86,1366,15
68A,68A_87,1353,16
68A,68A_86,1367,16
68A,68A_87,7589,17
68A,68A_86,1369,17
68A,68A_87,1355,18
68A,68A_86,1370,18
68A,68A_87,1357,19
68A,68A_86,1371,19
68A,68A_87,1358,20
68A,68A_86,1372,20
68A,68A_87,7665,21
68A,68A_86,1373,21
68A,68A_86,1374,22
68A,68A_86,1375,23
68X,68X_88,6185,1
68X,68X_88,6186,2
68X,68X_88,6216,3
68X,68X_88,3400,4
68X,68X_88,3401,5
68X,68X_88,3402,6
68X,68X_88,3403,7
68X,68X_88,3404,8
68X,68X_88,3405,9
68X,68X_88,3406,10
68X,68X_88,3410,11
68X,68X_88,3407,12
68X,68X_88,3408,13
68X,68X_88,3409,14
68X,68X_88,4558,15
68X,68X_88,3411,16
68X,68X_88,3412,17
68X,68X_88,3414,19
68X,68X_88,3415,20
68X,68X_88,3416,21
68X,68X_88,3417,22
68X,68X_88,3418,23
68X,68X_88,3419,24
68X,68X_88,4762,25
68X,68X_88,4763,26
68X,68X_88,6245,27
68X,68X_88,2156,28
68X,68X_88,6242,30
68X,68X_88,6152,31
68X,68X_88,6153,32
68X,68X_88,6243,33
68X,68X_88,6154,34
68X,68X_88,6155,35
68X,68X_88,1987,36
68X,68X_88,1989,37
68X,68X_88,1995,38
68X,68X_88,1998,39
68X,68X_88,1358,41
69,69_43,4495,1
69,69_44,4564,1
69,69_30,4564,1
69,69_43,4720,2
69,69_44,3443,2
69,69_30,3443,2
69,69_43,1443,3
69,69_44,3444,3
69,69_30,3444,3
69,69_43,1444,4
69,69_44,3445,4
69,69_30,3445,4
69,69_44,3446,5
69,69_43,1445,5
69,69_30,3446,5
69,69_43,7078,6
69,69_44,3447,6
69,69_30,3447,6
69,69_43,1449,7
69,69_44,3448,7
69,69_30,3448,7
69,69_43,1450,8
69,69_44,3449,8
69,69_30,3449,8
69,69_43,1451,9
69,69_44,3436,9
69,69_30,3436,9
69,69_43,1452,10
69,69_44,7432,10
69,69_30,7432,10
69,69_43,2640,11
69,69_44,3454,11
69,69_30,3454,11
69,69_43,2641,12
69,69_44,3455,12
69,69_30,3455,12
69,69_43,1948,13
69,69_44,3456,13
69,69_30,3456,13
69,69_43,1949,14
69,69_44,3457,14
69,69_30,3457,14
69,69_43,1950,15
69,69_44,3438,15
69,69_30,3438,15
69,69_43,1951,16
69,69_44,5022,16
69,69_30,5022,16
69,69_43,1952,17
69,69_44,6002,17
69,69_30,6002,17
69,69_43,1953,18
69,69_44,5119,18
69,69_30,5119,18
69,69_43,1954,19
69,69_44,5120,19
69,69_30,5120,19
69,69_43,1955,20
69,69_44,5121,20
69,69_30,5121,20
69,69_43,1956,21
69,69_44,5122,21
69,69_30,5122,21
69,69_43,1957,22
69,69_44,3461,22
69,69_30,3461,22
69,69_43,1958,23
69,69_44,4532,23
69,69_30,4532,23
69,69_43,1959,24
69,69_44,4534,24
69,69_30,4534,24
69,69_43,1960,25
69,69_44,4535,25
69,69_30,4535,25
69,69_43,4379,26
69,69_44,2169,26
69,69_30,2169,26
69,69_44,2170,27
69,69_43,1968,27
69,69_30,2170,27
69,69_43,1969,28
69,69_44,4672,28
69,69_30,4672,28
69,69_43,1970,29
69,69_44,3465,29
69,69_30,3465,29
69,69_43,1971,30
69,69_44,4673,30
69,69_30,4673,30
69,69_43,2160,31
69,69_44,2172,31
69,69_30,2172,31
69,69_43,2161,32
69,69_44,2159,32
69,69_30,2159,32
69,69_43,4665,33
69,69_44,4409,33
69,69_30,4409,33
69,69_43,4666,34
69,69_44,1972,34
69,69_30,1972,34
69,69_43,4667,35
69,69_44,1973,35
69,69_30,1973,35
69,69_44,1974,36
69,69_43,2162,36
69,69_30,1974,36
69,69_44,1975,37
69,69_43,2163,37
69,69_30,1975,37
69,69_44,1977,38
69,69_43,2168,38
69,69_43,4536,39
69,69_44,1978,39
69,69_30,1978,39
69,69_43,6003,40
69,69_44,1980,40
69,69_30,1980,40
69,69_43,5123,41
69,69_44,1981,41
69,69_30,1981,41
69,69_43,5124,42
69,69_44,1982,42
69,69_30,1982,42
69,69_43,5125,43
69,69_44,4406,43
69,69_30,4406,43
69,69_43,6001,44
69,69_44,1984,44
69,69_30,1984,44
69,69_43,4438,45
69,69_44,1985,45
69,69_30,1985,45
69,69_43,3432,46
69,69_44,1986,46
69,69_30,1986,46
69,69_43,3426,47
69,69_44,1987,47
69,69_30,1987,47
69,69_43,3434,48
69,69_44,1988,48
69,69_30,1988,48
69,69_43,3435,49
69,69_44,2642,49
69,69_43,3453,50
69,69_44,7435,50
69,69_30,7435,50
69,69_43,3437,51
69,69_44,2722,51
69,69_30,2722,51
69,69_43,3439,52
69,69_44,1471,52
69,69_30,1471,52
69,69_43,3440,53
69,69_44,1472,53
69,69_30,1472,53
69,69_43,4557,54
69,69_44,4408,54
69,69_30,4408,54
69,69_44,1473,55
69,69_43,3441,55
69,69_30,1473,55
69,69_44,1474,56
69,69_43,4560,56
69,69_43,5126,57
69,69_44,1476,57
69,69_44,7453,58
69,69_44,1480,59
69,69_44,2912,60
69,69_44,1358,61
69,69_44,7665,62
69X,69X_60,4564,1
69X,69X_59,4495,1
69X,69X_60,3444,2
69X,69X_59,4720,2
69X,69X_60,3447,3
69X,69X_59,1443,3
69X,69X_60,3454,4
69X,69X_59,1444,4
69X,69X_60,3455,5
69X,69X_59,1445,5
69X,69X_60,5022,6
69X,69X_59,1447,6
69X,69X_60,3461,7
69X,69X_59,2637,7
69X,69X_60,4537,8
69X,69X_59,1956,8
69X,69X_60,2176,9
69X,69X_59,2109,9
69X,69X_60,1982,10
69X,69X_59,3427,10
69X,69X_60,7435,11
69X,69X_59,3428,11
69X,69X_60,4413,12
69X,69X_59,3429,12
69X,69X_60,1480,13
69X,69X_59,3432,13
69X,69X_60,1358,14
69X,69X_59,3434,14
69X,69X_60,7665,15
69X,69X_59,3435,15
69X,69X_59,3453,16
69X,69X_59,3437,17
69X,69X_59,3440,18
69X,69X_59,3441,19
69X,69X_59,4560,20
69X,69X_59,5126,21
7,7_70,7639,1
7,7_66,4962,1
7,7_71,7639,1
7,7_67,1174,1
7,7_70,7640,2
7,7_66,4725,2
7,7_71,7640,2
7,7_67,4725,2
7,7_70,5047,3
7,7_66,273,3
7,7_71,5047,3
7,7_67,273,3
7,7_70,3224,4
7,7_66,405,4
7,7_71,3224,4
7,7_67,405,4
7,7_70,3225,5
7,7_66,408,5
7,7_71,3225,5
7,7_67,408,5
7,7_70,3226,6
7,7_66,409,6
7,7_71,3226,6
7,7_67,409,6
7,7_70,3227,7
7,7_66,410,7
7,7_71,3227,7
7,7_67,410,7
7,7_70,3228,8
7,7_66,411,8
7,7_71,3228,8
7,7_67,411,8
7,7_70,3229,9
7,7_66,412,9
7,7_71,3229,9
7,7_67,412,9
7,7_70,7644,10
7,7_66,413,10
7,7_71,7644,10
7,7_67,413,10
7,7_66,414,11
7,7_71,7645,11
7,7_67,414,11
7,7_70,7645,11
7,7_70,7646,12
7,7_66,415,12
7,7_71,7646,12
7,7_67,415,12
7,7_70,3238,13
7,7_66,416,13
7,7_71,3238,13
7,7_67,416,13
7,7_70,3239,14
7,7_66,417,14
7,7_71,3239,14
7,7_67,417,14
7,7_70,3240,15
7,7_66,418,15
7,7_71,3240,15
7,7_67,418,15
7,7_70,3068,16
7,7_66,419,16
7,7_71,3068,16
7,7_67,419,16
7,7_70,3069,17
7,7_66,420,17
7,7_71,3069,17
7,7_67,420,17
7,7_70,3070,18
7,7_66,421,18
7,7_71,3070,18
7,7_67,421,18
7,7_70,2041,19
7,7_66,422,19
7,7_71,2041,19
7,7_67,422,19
7,7_70,3071,20
7,7_66,423,20
7,7_71,3071,20
7,7_67,423,20
7,7_70,3072,21
7,7_66,424,21
7,7_71,3072,21
7,7_67,424,21
7,7_70,3073,22
7,7_66,425,22
7,7_71,3073,22
7,7_67,425,22
7,7_70,3074,23
7,7_66,426,23
7,7_71,3074,23
7,7_67,426,23
7,7_70,3075,24
7,7_66,427,24
7,7_71,3075,24
7,7_67,427,24
7,7_70,3076,25
7,7_66,428,25
7,7_71,3076,25
7,7_67,428,25
7,7_70,3077,26
7,7_66,429,26
7,7_71,3077,26
7,7_67,429,26
7,7_70,7653,27
7,7_66,3032,27
7,7_71,7653,27
7,7_67,3032,27
7,7_66,3033,28
7,7_67,3033,28
7,7_70,3084,29
7,7_66,3034,29
7,7_71,3084,29
7,7_67,3034,29
7,7_70,469,30
7,7_66,3036,30
7,7_71,469,30
7,7_67,3036,30
7,7_70,470,31
7,7_66,3037,31
7,7_71,470,31
7,7_67,3037,31
7,7_70,471,32
7,7_66,3038,32
7,7_71,471,32
7,7_67,3038,32
7,7_70,472,33
7,7_66,3039,33
7,7_71,472,33
7,7_67,3039,33
7,7_70,473,34
7,7_66,3040,34
7,7_71,473,34
7,7_67,3040,34
7,7_70,4705,35
7,7_66,3041,35
